Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
46.00,No,Travel_Rarely,"1,003.00",Research & Development,8.00,4.00,Life Sciences,4.00,Female,74.00,2.00,2.00,Research Scientist,1.00,Divorced,"4,615.00","21,029.00",8.00,Yes,23.00,4.00,1.00,3.00,19.00,2.00,3.00,16.00,13.00,1.00,7.00
51.00,Yes,Travel_Rarely,"1,323.00",Research & Development,4.00,4.00,Life Sciences,1.00,Male,34.00,3.00,1.00,Research Scientist,3.00,Married,"2,461.00","10,332.00",9.00,Yes,12.00,3.00,3.00,3.00,18.00,2.00,4.00,10.00,0.00,2.00,7.00
28.00,Yes,Non-Travel,"1,366.00",Research & Development,24.00,2.00,Technical Degree,2.00,Male,72.00,2.00,3.00,Healthcare Representative,1.00,Single,"8,722.00","12,355.00",1.00,No,12.00,3.00,1.00,0.00,10.00,2.00,2.00,10.00,7.00,1.00,9.00
26.00,No,Travel_Rarely,192.00,Research & Development,1.00,2.00,Medical,1.00,Male,59.00,2.00,1.00,Laboratory Technician,1.00,Married,"3,955.00","11,141.00",1.00,No,16.00,3.00,1.00,2.00,6.00,2.00,3.00,5.00,3.00,1.00,3.00
30.00,No,Travel_Rarely,"1,176.00",Research & Development,20.00,3.00,Other,3.00,Male,85.00,3.00,2.00,Manufacturing Director,1.00,Married,"9,957.00","9,096.00",0.00,No,15.00,3.00,3.00,1.00,7.00,1.00,2.00,6.00,2.00,0.00,2.00
41.00,No,Travel_Rarely,509.00,Research & Development,7.00,2.00,Technical Degree,2.00,Female,43.00,4.00,1.00,Research Scientist,3.00,Married,"3,376.00","18,863.00",1.00,No,13.00,3.00,3.00,0.00,10.00,3.00,3.00,10.00,6.00,0.00,8.00
38.00,No,Travel_Rarely,330.00,Research & Development,17.00,1.00,Life Sciences,3.00,Female,65.00,2.00,3.00,Healthcare Representative,3.00,Married,"8,823.00","24,608.00",0.00,No,18.00,3.00,1.00,1.00,20.00,4.00,2.00,19.00,9.00,1.00,9.00
40.00,No,Travel_Rarely,"1,492.00",Research & Development,20.00,4.00,Technical Degree,1.00,Male,61.00,3.00,3.00,Healthcare Representative,4.00,Married,"10,322.00","26,542.00",4.00,No,20.00,4.00,4.00,1.00,14.00,6.00,3.00,11.00,10.00,11.00,1.00
27.00,No,Non-Travel,"1,277.00",Research & Development,8.00,5.00,Life Sciences,1.00,Male,87.00,1.00,1.00,Laboratory Technician,3.00,Married,"4,621.00","5,869.00",1.00,No,19.00,3.00,4.00,3.00,3.00,4.00,3.00,3.00,2.00,1.00,2.00
55.00,No,Travel_Frequently,"1,091.00",Research & Development,2.00,1.00,Life Sciences,4.00,Male,65.00,3.00,3.00,Manufacturing Director,2.00,Married,"10,976.00","15,813.00",3.00,No,18.00,3.00,2.00,1.00,23.00,4.00,3.00,3.00,2.00,1.00,2.00
28.00,No,Travel_Rarely,857.00,Research & Development,10.00,3.00,Other,3.00,Female,59.00,3.00,2.00,Research Scientist,3.00,Single,"3,660.00","7,909.00",3.00,No,13.00,3.00,4.00,0.00,10.00,4.00,4.00,8.00,7.00,1.00,7.00
44.00,Yes,Travel_Rarely,"1,376.00",Human Resources,1.00,2.00,Medical,2.00,Male,91.00,2.00,3.00,Human Resources,1.00,Married,"10,482.00","2,326.00",9.00,No,14.00,3.00,4.00,1.00,24.00,1.00,3.00,20.00,6.00,3.00,6.00
33.00,No,Travel_Rarely,654.00,Research & Development,5.00,3.00,Life Sciences,4.00,Male,34.00,2.00,3.00,Healthcare Representative,4.00,Divorced,"7,119.00","21,214.00",4.00,No,15.00,3.00,3.00,1.00,9.00,2.00,3.00,3.00,2.00,1.00,2.00
35.00,Yes,Travel_Rarely,"1,204.00",Sales,4.00,3.00,Technical Degree,4.00,Male,86.00,3.00,3.00,Sales Executive,1.00,Single,"9,582.00","10,333.00",0.00,Yes,22.00,4.00,1.00,0.00,9.00,2.00,3.00,8.00,7.00,4.00,7.00
33.00,Yes,Travel_Frequently,827.00,Research & Development,29.00,4.00,Medical,1.00,Female,54.00,2.00,2.00,Research Scientist,3.00,Single,"4,508.00","3,129.00",1.00,No,22.00,4.00,2.00,0.00,14.00,4.00,3.00,13.00,7.00,3.00,8.00
28.00,No,Travel_Rarely,895.00,Research & Development,15.00,2.00,Life Sciences,1.00,Male,50.00,3.00,1.00,Laboratory Technician,3.00,Divorced,"2,207.00","22,482.00",1.00,No,16.00,3.00,4.00,1.00,4.00,5.00,2.00,4.00,2.00,2.00,2.00
34.00,No,Travel_Frequently,618.00,Research & Development,3.00,1.00,Life Sciences,1.00,Male,45.00,3.00,2.00,Healthcare Representative,4.00,Single,"7,756.00","22,266.00",0.00,No,17.00,3.00,3.00,0.00,7.00,1.00,2.00,6.00,2.00,0.00,4.00
37.00,No,Travel_Rarely,309.00,Sales,10.00,4.00,Life Sciences,4.00,Female,88.00,2.00,2.00,Sales Executive,4.00,Divorced,"6,694.00","24,223.00",2.00,Yes,14.00,3.00,3.00,3.00,8.00,5.00,3.00,1.00,0.00,0.00,0.00
25.00,Yes,Travel_Rarely,"1,219.00",Research & Development,4.00,1.00,Technical Degree,4.00,Male,32.00,3.00,1.00,Laboratory Technician,4.00,Married,"3,691.00","4,605.00",1.00,Yes,15.00,3.00,2.00,1.00,7.00,3.00,4.00,7.00,7.00,5.00,6.00
26.00,Yes,Travel_Rarely,"1,330.00",Research & Development,21.00,3.00,Medical,1.00,Male,37.00,3.00,1.00,Laboratory Technician,3.00,Divorced,"2,377.00","19,373.00",1.00,No,20.00,4.00,3.00,1.00,1.00,0.00,2.00,1.00,1.00,0.00,0.00
33.00,Yes,Travel_Rarely,"1,017.00",Research & Development,25.00,3.00,Medical,1.00,Male,55.00,2.00,1.00,Research Scientist,2.00,Single,"2,313.00","2,993.00",4.00,Yes,20.00,4.00,2.00,0.00,5.00,0.00,3.00,2.00,2.00,2.00,2.00
42.00,No,Travel_Rarely,469.00,Research & Development,2.00,2.00,Medical,4.00,Male,35.00,3.00,4.00,Manager,1.00,Married,"17,665.00","14,399.00",0.00,No,17.00,3.00,4.00,1.00,23.00,3.00,3.00,22.00,6.00,13.00,7.00
28.00,Yes,Travel_Frequently,"1,009.00",Research & Development,1.00,3.00,Medical,1.00,Male,45.00,2.00,1.00,Laboratory Technician,2.00,Divorced,"2,596.00","7,160.00",1.00,No,15.00,3.00,1.00,2.00,1.00,2.00,3.00,1.00,0.00,0.00,0.00
50.00,Yes,Travel_Frequently,959.00,Sales,1.00,4.00,Other,4.00,Male,81.00,3.00,2.00,Sales Executive,3.00,Single,"4,728.00","17,251.00",3.00,Yes,14.00,3.00,4.00,0.00,5.00,4.00,3.00,0.00,0.00,0.00,0.00
33.00,No,Travel_Frequently,970.00,Sales,7.00,3.00,Life Sciences,4.00,Female,30.00,3.00,2.00,Sales Executive,2.00,Married,"4,302.00","13,401.00",0.00,No,17.00,3.00,3.00,1.00,4.00,3.00,3.00,3.00,2.00,0.00,2.00
34.00,No,Non-Travel,697.00,Research & Development,3.00,4.00,Life Sciences,3.00,Male,40.00,2.00,1.00,Research Scientist,4.00,Married,"2,979.00","22,478.00",3.00,No,17.00,3.00,4.00,3.00,6.00,2.00,3.00,0.00,0.00,0.00,0.00
48.00,No,Non-Travel,"1,262.00",Research & Development,1.00,4.00,Medical,1.00,Male,35.00,4.00,4.00,Manager,4.00,Single,"16,885.00","16,154.00",2.00,No,22.00,4.00,3.00,0.00,27.00,3.00,2.00,5.00,4.00,2.00,1.00
45.00,No,Non-Travel,"1,050.00",Sales,9.00,4.00,Life Sciences,2.00,Female,65.00,2.00,2.00,Sales Executive,3.00,Married,"5,593.00","17,970.00",1.00,No,13.00,3.00,4.00,1.00,15.00,2.00,3.00,15.00,10.00,4.00,12.00
52.00,No,Travel_Rarely,994.00,Research & Development,7.00,4.00,Life Sciences,2.00,Male,87.00,3.00,3.00,Healthcare Representative,2.00,Single,"10,445.00","15,322.00",7.00,No,19.00,3.00,4.00,0.00,18.00,4.00,3.00,8.00,6.00,4.00,0.00
38.00,No,Travel_Rarely,770.00,Sales,10.00,4.00,Marketing,3.00,Male,73.00,2.00,3.00,Sales Executive,3.00,Divorced,"8,740.00","5,569.00",0.00,Yes,14.00,3.00,2.00,2.00,9.00,2.00,3.00,8.00,7.00,2.00,7.00
29.00,No,Travel_Rarely,"1,107.00",Research & Development,28.00,4.00,Life Sciences,3.00,Female,93.00,3.00,1.00,Research Scientist,4.00,Divorced,"2,514.00","26,968.00",4.00,No,22.00,4.00,1.00,1.00,11.00,1.00,3.00,7.00,5.00,1.00,7.00
28.00,No,Travel_Rarely,950.00,Research & Development,3.00,3.00,Medical,4.00,Female,93.00,3.00,3.00,Manufacturing Director,2.00,Divorced,"7,655.00","8,039.00",0.00,No,17.00,3.00,2.00,3.00,10.00,3.00,2.00,9.00,7.00,1.00,7.00
46.00,No,Travel_Rarely,406.00,Sales,3.00,1.00,Marketing,1.00,Male,52.00,3.00,4.00,Manager,3.00,Married,"17,465.00","15,596.00",3.00,No,12.00,3.00,4.00,1.00,23.00,3.00,3.00,12.00,9.00,4.00,9.00
38.00,No,Travel_Rarely,130.00,Sales,2.00,2.00,Marketing,4.00,Male,32.00,3.00,3.00,Sales Executive,2.00,Single,"7,351.00","20,619.00",7.00,No,16.00,3.00,3.00,0.00,10.00,2.00,3.00,1.00,0.00,0.00,0.00
43.00,No,Travel_Frequently,"1,082.00",Research & Development,27.00,3.00,Life Sciences,3.00,Female,83.00,3.00,3.00,Manufacturing Director,1.00,Married,"10,820.00","11,535.00",8.00,No,11.00,3.00,3.00,1.00,18.00,1.00,3.00,8.00,7.00,0.00,1.00
39.00,Yes,Travel_Frequently,203.00,Research & Development,2.00,3.00,Life Sciences,1.00,Male,84.00,3.00,4.00,Healthcare Representative,4.00,Divorced,"12,169.00","13,547.00",7.00,No,11.00,3.00,4.00,3.00,21.00,4.00,3.00,18.00,7.00,11.00,5.00
40.00,No,Travel_Rarely,"1,308.00",Research & Development,14.00,3.00,Medical,3.00,Male,44.00,2.00,5.00,Research Director,3.00,Single,"19,626.00","17,544.00",1.00,No,14.00,3.00,1.00,0.00,21.00,2.00,4.00,20.00,7.00,4.00,9.00
21.00,No,Travel_Rarely,984.00,Research & Development,1.00,1.00,Technical Degree,4.00,Female,70.00,2.00,1.00,Research Scientist,2.00,Single,"2,070.00","25,326.00",1.00,Yes,11.00,3.00,3.00,0.00,2.00,6.00,4.00,2.00,2.00,2.00,2.00
39.00,No,Non-Travel,439.00,Research & Development,9.00,3.00,Life Sciences,3.00,Male,70.00,3.00,2.00,Laboratory Technician,2.00,Single,"6,782.00","8,770.00",9.00,No,15.00,3.00,3.00,0.00,9.00,2.00,2.00,5.00,4.00,0.00,3.00
36.00,No,Non-Travel,217.00,Research & Development,18.00,4.00,Life Sciences,1.00,Male,78.00,3.00,2.00,Manufacturing Director,4.00,Single,"7,779.00","23,238.00",2.00,No,20.00,4.00,1.00,0.00,18.00,0.00,3.00,11.00,9.00,0.00,9.00
31.00,No,Travel_Frequently,793.00,Sales,20.00,3.00,Life Sciences,3.00,Male,67.00,4.00,1.00,Sales Representative,4.00,Married,"2,791.00","21,981.00",0.00,No,12.00,3.00,1.00,1.00,3.00,4.00,3.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,"1,451.00",Research & Development,2.00,1.00,Life Sciences,1.00,Male,67.00,2.00,1.00,Research Scientist,2.00,Married,"3,201.00","19,911.00",0.00,No,17.00,3.00,1.00,0.00,6.00,2.00,1.00,5.00,3.00,0.00,4.00
35.00,No,Travel_Frequently,"1,182.00",Sales,11.00,2.00,Marketing,4.00,Male,54.00,3.00,2.00,Sales Executive,4.00,Divorced,"4,968.00","18,500.00",1.00,No,11.00,3.00,4.00,1.00,5.00,3.00,3.00,5.00,2.00,0.00,2.00
49.00,No,Travel_Rarely,174.00,Sales,8.00,4.00,Technical Degree,4.00,Male,56.00,2.00,4.00,Sales Executive,2.00,Married,"13,120.00","11,879.00",6.00,No,17.00,3.00,2.00,1.00,22.00,3.00,3.00,9.00,8.00,2.00,3.00
34.00,No,Travel_Frequently,"1,003.00",Research & Development,2.00,2.00,Life Sciences,4.00,Male,95.00,3.00,2.00,Manufacturing Director,3.00,Single,"4,033.00","15,834.00",2.00,No,11.00,3.00,4.00,0.00,5.00,3.00,2.00,3.00,2.00,0.00,2.00
29.00,No,Travel_Frequently,490.00,Research & Development,10.00,3.00,Life Sciences,4.00,Female,61.00,3.00,1.00,Research Scientist,2.00,Divorced,"3,291.00","17,940.00",0.00,No,14.00,3.00,4.00,2.00,8.00,2.00,2.00,7.00,5.00,1.00,1.00
42.00,No,Travel_Rarely,188.00,Research & Development,29.00,3.00,Medical,2.00,Male,56.00,1.00,2.00,Laboratory Technician,4.00,Single,"4,272.00","9,558.00",4.00,No,19.00,3.00,1.00,0.00,16.00,3.00,3.00,1.00,0.00,0.00,0.00
29.00,No,Travel_Rarely,718.00,Research & Development,8.00,1.00,Medical,2.00,Male,79.00,2.00,2.00,Manufacturing Director,4.00,Married,"5,056.00","17,689.00",1.00,Yes,15.00,3.00,3.00,1.00,10.00,2.00,2.00,10.00,7.00,1.00,2.00
38.00,No,Travel_Rarely,433.00,Human Resources,1.00,3.00,Human Resources,3.00,Male,37.00,4.00,1.00,Human Resources,3.00,Married,"2,844.00","6,004.00",1.00,No,13.00,3.00,4.00,1.00,7.00,2.00,4.00,7.00,6.00,5.00,0.00
28.00,No,Travel_Frequently,773.00,Research & Development,6.00,3.00,Life Sciences,3.00,Male,39.00,2.00,1.00,Research Scientist,3.00,Divorced,"2,703.00","22,088.00",1.00,Yes,14.00,3.00,4.00,1.00,3.00,2.00,3.00,3.00,1.00,0.00,2.00
18.00,Yes,Non-Travel,247.00,Research & Development,8.00,1.00,Medical,3.00,Male,80.00,3.00,1.00,Laboratory Technician,3.00,Single,"1,904.00","13,556.00",1.00,No,12.00,3.00,4.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00
33.00,Yes,Travel_Rarely,603.00,Sales,9.00,4.00,Marketing,1.00,Female,77.00,3.00,2.00,Sales Executive,1.00,Single,"8,224.00","18,385.00",0.00,Yes,17.00,3.00,1.00,0.00,6.00,3.00,3.00,5.00,2.00,0.00,3.00
41.00,No,Travel_Rarely,167.00,Research & Development,12.00,4.00,Life Sciences,2.00,Male,46.00,3.00,1.00,Laboratory Technician,4.00,Married,"4,766.00","9,051.00",3.00,Yes,11.00,3.00,1.00,1.00,6.00,4.00,3.00,1.00,0.00,0.00,0.00
31.00,Yes,Travel_Frequently,874.00,Research & Development,15.00,3.00,Medical,3.00,Male,72.00,3.00,1.00,Laboratory Technician,3.00,Married,"2,610.00","6,233.00",1.00,No,12.00,3.00,3.00,1.00,2.00,5.00,2.00,2.00,2.00,2.00,2.00
37.00,No,Travel_Rarely,367.00,Research & Development,25.00,2.00,Medical,3.00,Female,52.00,2.00,2.00,Healthcare Representative,4.00,Divorced,"5,731.00","17,171.00",7.00,No,13.00,3.00,3.00,2.00,9.00,2.00,3.00,6.00,2.00,1.00,3.00
27.00,No,Travel_Rarely,199.00,Research & Development,6.00,3.00,Life Sciences,4.00,Male,55.00,2.00,1.00,Research Scientist,3.00,Married,"2,539.00","7,950.00",1.00,No,13.00,3.00,3.00,1.00,4.00,0.00,3.00,4.00,2.00,2.00,2.00
34.00,No,Travel_Rarely,"1,400.00",Sales,9.00,1.00,Life Sciences,2.00,Female,70.00,3.00,2.00,Sales Executive,3.00,Married,"5,714.00","5,829.00",1.00,No,20.00,4.00,1.00,0.00,6.00,3.00,2.00,6.00,5.00,1.00,3.00
35.00,No,Travel_Rarely,528.00,Human Resources,8.00,4.00,Technical Degree,3.00,Male,100.00,3.00,1.00,Human Resources,3.00,Single,"4,323.00","7,108.00",1.00,No,17.00,3.00,2.00,0.00,6.00,2.00,1.00,5.00,4.00,1.00,4.00
29.00,Yes,Travel_Rarely,408.00,Sales,23.00,1.00,Life Sciences,4.00,Female,45.00,2.00,3.00,Sales Executive,1.00,Married,"7,336.00","11,162.00",1.00,No,13.00,3.00,1.00,1.00,11.00,3.00,1.00,11.00,8.00,3.00,10.00
40.00,No,Travel_Frequently,593.00,Research & Development,9.00,4.00,Medical,2.00,Female,88.00,3.00,3.00,Research Director,3.00,Single,"13,499.00","13,782.00",9.00,No,17.00,3.00,3.00,0.00,20.00,3.00,2.00,18.00,7.00,2.00,13.00
42.00,Yes,Travel_Frequently,481.00,Sales,12.00,3.00,Life Sciences,3.00,Male,44.00,3.00,4.00,Sales Executive,1.00,Single,"13,758.00","2,447.00",0.00,Yes,12.00,3.00,2.00,0.00,22.00,2.00,2.00,21.00,9.00,13.00,14.00
42.00,No,Travel_Rarely,647.00,Sales,4.00,4.00,Marketing,2.00,Male,45.00,3.00,2.00,Sales Executive,1.00,Single,"5,155.00","2,253.00",7.00,No,13.00,3.00,4.00,0.00,9.00,3.00,4.00,6.00,4.00,1.00,5.00
35.00,No,Travel_Rarely,982.00,Research & Development,1.00,4.00,Medical,4.00,Male,58.00,2.00,1.00,Laboratory Technician,3.00,Married,"2,258.00","16,340.00",6.00,No,12.00,3.00,2.00,1.00,10.00,2.00,3.00,8.00,0.00,1.00,7.00
24.00,No,Travel_Rarely,477.00,Research & Development,24.00,3.00,Medical,4.00,Male,49.00,3.00,1.00,Laboratory Technician,2.00,Single,"3,597.00","6,409.00",8.00,No,22.00,4.00,4.00,0.00,6.00,2.00,3.00,4.00,3.00,1.00,2.00
28.00,Yes,Travel_Rarely,"1,485.00",Research & Development,12.00,1.00,Life Sciences,3.00,Female,79.00,3.00,1.00,Laboratory Technician,4.00,Married,"2,515.00","22,955.00",1.00,Yes,11.00,3.00,4.00,0.00,1.00,4.00,2.00,1.00,1.00,0.00,0.00
26.00,No,Travel_Rarely,"1,384.00",Research & Development,3.00,4.00,Medical,1.00,Male,82.00,4.00,1.00,Laboratory Technician,4.00,Married,"4,420.00","13,421.00",1.00,No,22.00,4.00,2.00,1.00,8.00,2.00,3.00,8.00,7.00,0.00,7.00
30.00,No,Travel_Rarely,852.00,Sales,10.00,3.00,Marketing,3.00,Male,72.00,2.00,2.00,Sales Executive,3.00,Married,"6,578.00","2,706.00",1.00,No,18.00,3.00,1.00,1.00,10.00,3.00,3.00,10.00,3.00,1.00,4.00
40.00,No,Travel_Frequently,902.00,Research & Development,26.00,2.00,Medical,3.00,Female,92.00,2.00,2.00,Research Scientist,4.00,Married,"4,422.00","21,203.00",3.00,Yes,13.00,3.00,4.00,1.00,16.00,3.00,1.00,1.00,1.00,0.00,0.00
35.00,No,Travel_Rarely,819.00,Research & Development,2.00,3.00,Life Sciences,3.00,Male,44.00,2.00,3.00,Manufacturing Director,2.00,Divorced,"10,274.00","19,588.00",2.00,No,18.00,3.00,2.00,1.00,15.00,2.00,4.00,7.00,7.00,6.00,4.00
34.00,No,Travel_Frequently,669.00,Research & Development,1.00,3.00,Medical,4.00,Male,97.00,2.00,2.00,Healthcare Representative,1.00,Single,"5,343.00","25,755.00",0.00,No,20.00,4.00,3.00,0.00,14.00,3.00,3.00,13.00,9.00,4.00,9.00
35.00,No,Travel_Frequently,636.00,Research & Development,4.00,4.00,Other,4.00,Male,47.00,2.00,1.00,Laboratory Technician,4.00,Married,"2,376.00","26,537.00",1.00,No,13.00,3.00,2.00,1.00,2.00,2.00,4.00,2.00,2.00,2.00,2.00
43.00,Yes,Travel_Rarely,"1,372.00",Sales,9.00,3.00,Marketing,1.00,Female,85.00,1.00,2.00,Sales Executive,3.00,Single,"5,346.00","9,489.00",8.00,No,13.00,3.00,2.00,0.00,7.00,2.00,2.00,4.00,3.00,1.00,3.00
32.00,No,Non-Travel,862.00,Sales,2.00,1.00,Life Sciences,3.00,Female,76.00,3.00,1.00,Sales Representative,1.00,Divorced,"2,827.00","14,947.00",1.00,No,12.00,3.00,3.00,3.00,1.00,3.00,3.00,1.00,0.00,0.00,0.00
56.00,No,Travel_Rarely,718.00,Research & Development,4.00,4.00,Technical Degree,4.00,Female,92.00,3.00,5.00,Manager,1.00,Divorced,"19,943.00","18,575.00",4.00,No,13.00,3.00,4.00,1.00,28.00,2.00,3.00,5.00,2.00,4.00,2.00
29.00,No,Travel_Rarely,"1,401.00",Research & Development,6.00,1.00,Medical,2.00,Female,54.00,3.00,1.00,Laboratory Technician,4.00,Married,"3,131.00","26,342.00",1.00,No,13.00,3.00,1.00,1.00,10.00,5.00,3.00,10.00,8.00,0.00,8.00
19.00,No,Travel_Rarely,645.00,Research & Development,9.00,2.00,Life Sciences,3.00,Male,54.00,3.00,1.00,Research Scientist,1.00,Single,"2,552.00","7,172.00",1.00,No,25.00,4.00,3.00,0.00,1.00,4.00,3.00,1.00,1.00,0.00,0.00
45.00,No,Travel_Rarely,"1,457.00",Research & Development,7.00,3.00,Medical,1.00,Female,83.00,3.00,1.00,Research Scientist,3.00,Married,"4,477.00","20,100.00",4.00,Yes,19.00,3.00,3.00,1.00,7.00,2.00,2.00,3.00,2.00,0.00,2.00
37.00,No,Travel_Rarely,977.00,Research & Development,1.00,3.00,Life Sciences,4.00,Female,56.00,2.00,2.00,Manufacturing Director,4.00,Married,"6,474.00","9,961.00",1.00,No,13.00,3.00,2.00,1.00,14.00,2.00,2.00,14.00,8.00,3.00,11.00
20.00,No,Travel_Rarely,805.00,Research & Development,3.00,3.00,Life Sciences,1.00,Male,87.00,2.00,1.00,Laboratory Technician,3.00,Single,"3,033.00","12,828.00",1.00,No,12.00,3.00,1.00,0.00,2.00,2.00,2.00,2.00,2.00,1.00,2.00
44.00,Yes,Travel_Rarely,"1,097.00",Research & Development,10.00,4.00,Life Sciences,3.00,Male,96.00,3.00,1.00,Research Scientist,3.00,Single,"2,936.00","10,826.00",1.00,Yes,11.00,3.00,3.00,0.00,6.00,4.00,3.00,6.00,4.00,0.00,2.00
53.00,No,Travel_Rarely,"1,223.00",Research & Development,7.00,2.00,Medical,4.00,Female,50.00,3.00,5.00,Manager,3.00,Divorced,"18,606.00","18,640.00",3.00,No,18.00,3.00,2.00,1.00,26.00,6.00,3.00,7.00,7.00,4.00,7.00
29.00,No,Travel_Rarely,942.00,Research & Development,15.00,1.00,Life Sciences,2.00,Female,69.00,1.00,1.00,Research Scientist,4.00,Married,"2,168.00","26,933.00",0.00,Yes,18.00,3.00,1.00,1.00,6.00,2.00,2.00,5.00,4.00,1.00,3.00
22.00,Yes,Travel_Frequently,"1,256.00",Research & Development,3.00,4.00,Life Sciences,3.00,Male,48.00,2.00,1.00,Research Scientist,4.00,Married,"2,853.00","4,223.00",0.00,Yes,11.00,3.00,2.00,1.00,1.00,5.00,3.00,0.00,0.00,0.00,0.00
46.00,No,Travel_Rarely,"1,402.00",Sales,2.00,3.00,Marketing,3.00,Female,69.00,3.00,4.00,Manager,1.00,Married,"17,048.00","24,097.00",8.00,No,23.00,4.00,1.00,0.00,28.00,2.00,3.00,26.00,15.00,15.00,9.00
44.00,No,Non-Travel,111.00,Research & Development,17.00,3.00,Life Sciences,4.00,Male,74.00,1.00,1.00,Research Scientist,3.00,Single,"2,290.00","4,279.00",2.00,No,13.00,3.00,4.00,0.00,6.00,3.00,3.00,0.00,0.00,0.00,0.00
33.00,No,Travel_Rarely,147.00,Human Resources,2.00,3.00,Human Resources,2.00,Male,99.00,3.00,1.00,Human Resources,3.00,Married,"3,600.00","8,429.00",1.00,No,13.00,3.00,4.00,1.00,5.00,2.00,3.00,5.00,4.00,1.00,4.00
41.00,Yes,Non-Travel,906.00,Research & Development,5.00,2.00,Life Sciences,1.00,Male,95.00,2.00,1.00,Research Scientist,1.00,Divorced,"2,107.00","20,293.00",6.00,No,17.00,3.00,1.00,1.00,5.00,2.00,1.00,1.00,0.00,0.00,0.00
30.00,No,Travel_Rarely,"1,329.00",Sales,29.00,4.00,Life Sciences,3.00,Male,61.00,3.00,2.00,Sales Executive,1.00,Divorced,"4,115.00","13,192.00",8.00,No,19.00,3.00,3.00,3.00,8.00,3.00,3.00,4.00,3.00,0.00,3.00
40.00,No,Travel_Frequently,"1,184.00",Sales,2.00,4.00,Medical,2.00,Male,62.00,3.00,2.00,Sales Executive,2.00,Married,"4,327.00","25,440.00",5.00,No,12.00,3.00,4.00,3.00,5.00,2.00,3.00,0.00,0.00,0.00,0.00
50.00,No,Travel_Frequently,"1,421.00",Research & Development,2.00,3.00,Medical,4.00,Female,30.00,3.00,4.00,Manager,1.00,Married,"17,856.00","9,490.00",2.00,No,22.00,4.00,3.00,1.00,32.00,3.00,3.00,2.00,2.00,2.00,2.00
28.00,No,Travel_Rarely,"1,179.00",Research & Development,19.00,4.00,Medical,4.00,Male,78.00,2.00,1.00,Laboratory Technician,1.00,Married,"3,196.00","12,449.00",1.00,No,12.00,3.00,3.00,3.00,6.00,2.00,3.00,6.00,5.00,3.00,3.00
46.00,No,Travel_Rarely,"1,450.00",Research & Development,15.00,2.00,Life Sciences,4.00,Male,52.00,3.00,5.00,Research Director,2.00,Married,"19,081.00","10,849.00",5.00,No,11.00,3.00,1.00,1.00,25.00,2.00,3.00,4.00,2.00,0.00,3.00
35.00,No,Travel_Rarely,"1,361.00",Sales,17.00,4.00,Life Sciences,3.00,Male,94.00,3.00,2.00,Sales Executive,1.00,Married,"8,966.00","21,026.00",3.00,Yes,15.00,3.00,4.00,3.00,15.00,2.00,3.00,7.00,7.00,1.00,7.00
24.00,Yes,Travel_Rarely,984.00,Research & Development,17.00,2.00,Life Sciences,4.00,Female,97.00,3.00,1.00,Laboratory Technician,2.00,Married,"2,210.00","3,372.00",1.00,No,13.00,3.00,1.00,1.00,1.00,3.00,1.00,1.00,0.00,0.00,0.00
33.00,No,Travel_Frequently,"1,146.00",Sales,25.00,3.00,Medical,2.00,Female,82.00,3.00,2.00,Sales Executive,3.00,Married,"4,539.00","4,905.00",1.00,No,12.00,3.00,1.00,1.00,10.00,3.00,2.00,10.00,7.00,0.00,1.00
36.00,No,Travel_Rarely,917.00,Research & Development,6.00,4.00,Life Sciences,3.00,Male,60.00,1.00,1.00,Laboratory Technician,3.00,Divorced,"2,741.00","6,865.00",1.00,No,14.00,3.00,3.00,1.00,7.00,4.00,3.00,7.00,7.00,1.00,7.00
30.00,No,Travel_Rarely,853.00,Research & Development,7.00,4.00,Life Sciences,3.00,Male,49.00,3.00,2.00,Laboratory Technician,3.00,Divorced,"3,491.00","11,309.00",1.00,No,13.00,3.00,1.00,3.00,10.00,4.00,2.00,10.00,7.00,8.00,9.00
44.00,No,Travel_Rarely,200.00,Research & Development,29.00,4.00,Other,4.00,Male,32.00,3.00,2.00,Research Scientist,4.00,Single,"4,541.00","7,744.00",1.00,No,25.00,4.00,2.00,0.00,20.00,3.00,3.00,20.00,11.00,13.00,17.00
20.00,No,Travel_Rarely,654.00,Sales,21.00,3.00,Marketing,3.00,Male,43.00,4.00,1.00,Sales Representative,4.00,Single,"2,678.00","5,050.00",1.00,No,17.00,3.00,4.00,0.00,2.00,2.00,3.00,2.00,1.00,2.00,2.00
46.00,No,Travel_Rarely,150.00,Research & Development,2.00,4.00,Technical Degree,4.00,Male,60.00,3.00,2.00,Manufacturing Director,4.00,Divorced,"7,379.00","17,433.00",2.00,No,11.00,3.00,3.00,1.00,12.00,3.00,2.00,6.00,3.00,1.00,4.00
